sentence,video_path
i do not mean it,C:\Users\prana\Downloads\archive (5)\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\i do not mean it\mean (4).MP4
what do you think,C:\Users\prana\Downloads\archive (5)\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\what do you think\what do you think (1).MP4
he is going into the room,C:\Users\prana\Downloads\archive (5)\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\He is going into the room\room (3).MP4
we are all with you,C:\Users\prana\Downloads\archive (5)\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\we are all with you\all.MP4
hi how are you,C:\Users\prana\Downloads\archive (5)\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\hi how are you\hi how are you (6).MP4
i am in dilemma what to do,C:\Users\prana\Downloads\archive (5)\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\i am in dilemma what to do\dilemma (2).MP4
i am sitting in the class,C:\Users\prana\Downloads\archive (5)\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\i am sitting in the class\sitting.MP4
i enjoyed a lot,C:\Users\prana\Downloads\archive (5)\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\i enjoyed a lot\enjoyed (3).MP4
my name is xxxxxxxx,C:\Users\prana\Downloads\archive (5)\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\my name is xxxxxxxx\my name is xxxxxxxx (2).MP4
it was nice chatting with you,C:\Users\prana\Downloads\archive (5)\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\it was nice chatting with you\MVI_6853.MP4
what you want,C:\Users\prana\Downloads\archive (5)\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\what you want\what you want (6).MP4
let him take time,C:\Users\prana\Downloads\archive (5)\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\let him take time\time (3).MP4
you are bad,C:\Users\prana\Downloads\archive (5)\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\you are bad\bad.MP4
i was stopped by some one,C:\Users\prana\Downloads\archive (5)\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\i was stopped by some one\MVI_6504.MP4
how are things,C:\Users\prana\Downloads\archive (5)\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\how are things\things (3).MP4
let him take time,C:\Users\prana\Downloads\archive (5)\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\let him take time\time (5).MP4
i can not help you there,C:\Users\prana\Downloads\archive (5)\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\i can not help you there\MVI_6399.MP4
what happened,C:\Users\prana\Downloads\archive (5)\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\what happened\happen.MP4
i am very happy,C:\Users\prana\Downloads\archive (5)\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\i am very happy\very happy (3).MP4
how can i help you,C:\Users\prana\Downloads\archive (5)\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\how can i help you\how can i help you (4).MP4
what happened,C:\Users\prana\Downloads\archive (5)\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\what happened\happened (3).MP4
now onwards he will never hurt you,C:\Users\prana\Downloads\archive (5)\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\now onwards he will never hurt you\never hurt (2).MP4
prepare the bed,C:\Users\prana\Downloads\archive (5)\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\prepare the bed\bed (5).MP4
try to understand,C:\Users\prana\Downloads\archive (5)\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\try to understand\understand (4).MP4
it does not make any difference to me,C:\Users\prana\Downloads\archive (5)\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\it does not make any difference to me\difference (4).MP4
tell me truth,C:\Users\prana\Downloads\archive (5)\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\tell me truth\truth (2).MP4
it was nice chatting with you,C:\Users\prana\Downloads\archive (5)\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\it was nice chatting with you\MVI_6107.MP4
that is so kind of you,C:\Users\prana\Downloads\archive (5)\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\that is so kind of you\MVI_6540.MP4
shall we go outside,C:\Users\prana\Downloads\archive (5)\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\shall we go outside\outside (3).MP4
he would be coming today,C:\Users\prana\Downloads\archive (5)\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\he would be coming today\today (5).MP4
i am hungry,C:\Users\prana\Downloads\archive (5)\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\i am hungry\i am hungry   (4).MP4
what do you do,C:\Users\prana\Downloads\archive (5)\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\what do you do\what do you do (4).MP4
shall we go outside,C:\Users\prana\Downloads\archive (5)\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\shall we go outside\outside (2).MP4
prepare the bed,C:\Users\prana\Downloads\archive (5)\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\prepare the bed\bed.MP4
you are welcome,C:\Users\prana\Downloads\archive (5)\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\you are welcome\welcome (2).MP4
thank you so much,C:\Users\prana\Downloads\archive (5)\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\thank you so much\thank you so much (1).MP4
i do not like it,C:\Users\prana\Downloads\archive (5)\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\i do not like it\hate (3).MP4
nice to meet you,C:\Users\prana\Downloads\archive (5)\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\nice to meet you\nice to meet you (4).MP4
i am feeling bored,C:\Users\prana\Downloads\archive (5)\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\i am feeling bored\bored (3).MP4
how can i trust you,C:\Users\prana\Downloads\archive (5)\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\how can i trust you\trust (5).MP4
i am really grateful,C:\Users\prana\Downloads\archive (5)\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\i am really grateful\MVI_6849.MP4
i like you i love you,C:\Users\prana\Downloads\archive (5)\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\i like you i love you\MVI_6814.MP4
i do not like it,C:\Users\prana\Downloads\archive (5)\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\i do not like it\hate (2).MP4
help me,C:\Users\prana\Downloads\archive (5)\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\help me\help me (3).MP4
hi how are you,C:\Users\prana\Downloads\archive (5)\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\hi how are you\hi how are you (4).MP4
turn on light turn off light,C:\Users\prana\Downloads\archive (5)\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\turn on light turn off light\turn on (4).MP4
i can not help you there,C:\Users\prana\Downloads\archive (5)\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\i can not help you there\MVI_6545.MP4
what did you tell him,C:\Users\prana\Downloads\archive (5)\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\what did you tell him\tell him (4).MP4
serve the food,C:\Users\prana\Downloads\archive (5)\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\serve the food\serve.MP4
how are things,C:\Users\prana\Downloads\archive (5)\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\how are things\things.MP4
it does not make any difference to me,C:\Users\prana\Downloads\archive (5)\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\it does not make any difference to me\difference (2).MP4
what do you think,C:\Users\prana\Downloads\archive (5)\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\what do you think\what do you think (5).MP4
he she is my friend,C:\Users\prana\Downloads\archive (5)\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\he she is my friend\friend.MP4
this place is beautiful,C:\Users\prana\Downloads\archive (5)\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\This place is beautiful\beautiful (3).MP4
prepare the bed,C:\Users\prana\Downloads\archive (5)\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\prepare the bed\bed (2).MP4
how can i trust you,C:\Users\prana\Downloads\archive (5)\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\how can i trust you\trust (2).MP4
thank you so much,C:\Users\prana\Downloads\archive (5)\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\thank you so much\thank you so much (6).MP4
do me a favour,C:\Users\prana\Downloads\archive (5)\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\do me a favour\favour (5).MP4
why are you crying,C:\Users\prana\Downloads\archive (5)\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\why are you crying\crying (2).MP4
do not take it to the heart,C:\Users\prana\Downloads\archive (5)\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\do not take it to the heart\heart (3).MP4
i was stopped by some one,C:\Users\prana\Downloads\archive (5)\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\i was stopped by some one\stopped (3).MP4
had your food,C:\Users\prana\Downloads\archive (5)\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\had your food\food (2).MP4
i dont agree,C:\Users\prana\Downloads\archive (5)\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\i dont agree\MVI_6494.MP4
i am in dilemma what to do,C:\Users\prana\Downloads\archive (5)\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\i am in dilemma what to do\dilemma (5).MP4
i am crying,C:\Users\prana\Downloads\archive (5)\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\i am crying\i am crying (4).MP4
bring water for me,C:\Users\prana\Downloads\archive (5)\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\bring water for me\bring water for me (4).MP4
congratulations,C:\Users\prana\Downloads\archive (5)\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\congratulations\congratulations (7).MP4
comb your hair,C:\Users\prana\Downloads\archive (5)\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\comb your hair\comb (4).MP4
i am feeling cold,C:\Users\prana\Downloads\archive (5)\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\i am feeling cold\cold (4).MP4
how dare you,C:\Users\prana\Downloads\archive (5)\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\how dare you\dare.MP4
what are you doing,C:\Users\prana\Downloads\archive (5)\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\what are you doing\what are you doing (6).MP4
what are you doing,C:\Users\prana\Downloads\archive (5)\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\what are you doing\what are you doing (5).MP4
i am very happy,C:\Users\prana\Downloads\archive (5)\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\i am very happy\very happy.MP4
he is going into the room,C:\Users\prana\Downloads\archive (5)\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\He is going into the room\MVI_6503.MP4
do not be stubborn,C:\Users\prana\Downloads\archive (5)\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\do not be stubborn\stubborn (3).MP4
i do not mean it,C:\Users\prana\Downloads\archive (5)\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\i do not mean it\mean (5).MP4
what are you doing,C:\Users\prana\Downloads\archive (5)\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\what are you doing\what are you doing (4).MP4
you are welcome,C:\Users\prana\Downloads\archive (5)\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\you are welcome\welcome (5).MP4
i am hungry,C:\Users\prana\Downloads\archive (5)\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\i am hungry\i am hungry   (3).MP4
do me a favour,C:\Users\prana\Downloads\archive (5)\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\do me a favour\favour (2).MP4
we are all with you,C:\Users\prana\Downloads\archive (5)\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\we are all with you\MVI_6684.MP4
i am so sorry to hear that,C:\Users\prana\Downloads\archive (5)\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\i am so sorry to hear that\sorry hear (5).MP4
i was stopped by some one,C:\Users\prana\Downloads\archive (5)\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\i was stopped by some one\stopped (2).MP4
i like you i love you,C:\Users\prana\Downloads\archive (5)\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\i like you i love you\love.MP4
what do you think,C:\Users\prana\Downloads\archive (5)\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\what do you think\what do you think (6).MP4
are you free today,C:\Users\prana\Downloads\archive (5)\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\are you free today\free.MP4
i like you i love you,C:\Users\prana\Downloads\archive (5)\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\i like you i love you\MVI_6505.MP4
which collegeschool are you from,C:\Users\prana\Downloads\archive (5)\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\which collegeschool are you from\school college (2).MP4
he is on the way,C:\Users\prana\Downloads\archive (5)\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\he is on the way\way (2).MP4
i can not help you there,C:\Users\prana\Downloads\archive (5)\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\i can not help you there\MVI_6854.MP4
what is your phone number,C:\Users\prana\Downloads\archive (5)\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\what is your phone number\what is your phone number (4).MP4
i am tired,C:\Users\prana\Downloads\archive (5)\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\i am tired\tired (2).MP4
i am feeling cold,C:\Users\prana\Downloads\archive (5)\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\i am feeling cold\cold (5).MP4
he is going into the room,C:\Users\prana\Downloads\archive (5)\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\He is going into the room\room (4).MP4
it was nice chatting with you,C:\Users\prana\Downloads\archive (5)\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\it was nice chatting with you\MVI_6542.MP4
i am tired,C:\Users\prana\Downloads\archive (5)\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\i am tired\tired (4).MP4
do not make me angry,C:\Users\prana\Downloads\archive (5)\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\do not make me angry\me angry (4).MP4
do not abuse him,C:\Users\prana\Downloads\archive (5)\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\do not abuse him\abuse (3).MP4
congratulations,C:\Users\prana\Downloads\archive (5)\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\congratulations\congratulations (4).MP4
i promise,C:\Users\prana\Downloads\archive (5)\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\i promise\promise (4).MP4
serve the food,C:\Users\prana\Downloads\archive (5)\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\serve the food\serve (3).MP4
i am sitting in the class,C:\Users\prana\Downloads\archive (5)\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\i am sitting in the class\sitting (4).MP4
which collegeschool are you from,C:\Users\prana\Downloads\archive (5)\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\which collegeschool are you from\college school (3).MP4
comb your hair,C:\Users\prana\Downloads\archive (5)\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\comb your hair\comb (3).MP4
wear the shirt,C:\Users\prana\Downloads\archive (5)\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\wear the shirt\shirt (2).MP4
i do not agree,C:\Users\prana\Downloads\archive (5)\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\i do not agree\agree (5).MP4
i need water,C:\Users\prana\Downloads\archive (5)\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\i need water\i need water 3.MP4
it does not make any difference to me,C:\Users\prana\Downloads\archive (5)\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\it does not make any difference to me\difference (5).MP4
i am crying,C:\Users\prana\Downloads\archive (5)\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\i am crying\i am crying (7).MP4
what is your phone number,C:\Users\prana\Downloads\archive (5)\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\what is your phone number\what is your phone number (1).MP4
how dare you,C:\Users\prana\Downloads\archive (5)\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\how dare you\dare (2).MP4
do not make me angry,C:\Users\prana\Downloads\archive (5)\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\do not make me angry\me angry (5).MP4
how can i trust you,C:\Users\prana\Downloads\archive (5)\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\how can i trust you\trust (4).MP4
how can i help you,C:\Users\prana\Downloads\archive (5)\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\how can i help you\how can i help you (3).MP4
you are good,C:\Users\prana\Downloads\archive (5)\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\you are good\good (2).MP4
are you hiding something,C:\Users\prana\Downloads\archive (5)\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\are you hiding something\MVI_6817.MP4
serve the food,C:\Users\prana\Downloads\archive (5)\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\serve the food\serve (2).MP4
why are you crying,C:\Users\prana\Downloads\archive (5)\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\why are you crying\crying (5).MP4
do not take it to the heart,C:\Users\prana\Downloads\archive (5)\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\do not take it to the heart\heart (2).MP4
my name is xxxxxxxx,C:\Users\prana\Downloads\archive (5)\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\my name is xxxxxxxx\my name is xxxxxxxx (1).MP4
bring water for me,C:\Users\prana\Downloads\archive (5)\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\bring water for me\bring water for me (8).MP4
i am afraid of that,C:\Users\prana\Downloads\archive (5)\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\i am afraid of that\afraid (5).MP4
could you please talk slower,C:\Users\prana\Downloads\archive (5)\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\could you please talk slower\could you please talk slower (7).MP4
we are all with you,C:\Users\prana\Downloads\archive (5)\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\we are all with you\MVI_6208.MP4
why are you angry,C:\Users\prana\Downloads\archive (5)\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\why are you angry\angry.MP4
what did you tell him,C:\Users\prana\Downloads\archive (5)\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\what did you tell him\tell him.MP4
i am tired,C:\Users\prana\Downloads\archive (5)\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\i am tired\tired (5).MP4
i somehow got to know about it,C:\Users\prana\Downloads\archive (5)\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\i somehow got to know about it\somehow.MP4
what you want,C:\Users\prana\Downloads\archive (5)\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\what you want\what you want (5).MP4
what is your phone number,C:\Users\prana\Downloads\archive (5)\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\what is your phone number\what is your phone number (6).MP4
shall we go outside,C:\Users\prana\Downloads\archive (5)\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\shall we go outside\outside.MP4
i do not like it,C:\Users\prana\Downloads\archive (5)\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\i do not like it\hate.MP4
i am so sorry to hear that,C:\Users\prana\Downloads\archive (5)\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\i am so sorry to hear that\sorry hear.MP4
i am suffering from fever,C:\Users\prana\Downloads\archive (5)\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\i am suffering from fever\fever.MP4
let him take time,C:\Users\prana\Downloads\archive (5)\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\let him take time\time (2).MP4
why are you angry,C:\Users\prana\Downloads\archive (5)\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\why are you angry\angry (4).MP4
i got hurt,C:\Users\prana\Downloads\archive (5)\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\i got hurt\got hurt (4).MP4
you can do it,C:\Users\prana\Downloads\archive (5)\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\you can do it\can do (4).MP4
why are you angry,C:\Users\prana\Downloads\archive (5)\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\why are you angry\angry (5).MP4
my name is xxxxxxxx,C:\Users\prana\Downloads\archive (5)\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\my name is xxxxxxxx\my name is xxxxxxxx (4).MP4
tell me truth,C:\Users\prana\Downloads\archive (5)\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\tell me truth\truth (3).MP4
i promise,C:\Users\prana\Downloads\archive (5)\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\i promise\promise.MP4
i am sitting in the class,C:\Users\prana\Downloads\archive (5)\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\i am sitting in the class\sitting (5).MP4
i am crying,C:\Users\prana\Downloads\archive (5)\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\i am crying\i am crying (6).MP4
do me a favour,C:\Users\prana\Downloads\archive (5)\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\do me a favour\favour (4).MP4
i am tired,C:\Users\prana\Downloads\archive (5)\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\i am tired\tired.MP4
what do you do,C:\Users\prana\Downloads\archive (5)\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\what do you do\what do you do (5).MP4
i am not really sure,C:\Users\prana\Downloads\archive (5)\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\i am not really sure\really sure (3).MP4
nice to meet you,C:\Users\prana\Downloads\archive (5)\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\nice to meet you\nice to meet you (6).MP4
i like you i love you,C:\Users\prana\Downloads\archive (5)\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\i like you i love you\MVI_6956.MP4
he she is my friend,C:\Users\prana\Downloads\archive (5)\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\he she is my friend\friend (3).MP4
do not be stubborn,C:\Users\prana\Downloads\archive (5)\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\do not be stubborn\stubborn.MP4
what are you doing,C:\Users\prana\Downloads\archive (5)\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\what are you doing\what are you doing (3).MP4
are you free today,C:\Users\prana\Downloads\archive (5)\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\are you free today\free (3).MP4
where are you from,C:\Users\prana\Downloads\archive (5)\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\where are you from\where are you from (1).MP4
you are welcome,C:\Users\prana\Downloads\archive (5)\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\you are welcome\welcome (3).MP4
do not abuse him,C:\Users\prana\Downloads\archive (5)\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\do not abuse him\abuse.MP4
go and sleep,C:\Users\prana\Downloads\archive (5)\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\go and sleep\sleep (3).MP4
i am so sorry to hear that,C:\Users\prana\Downloads\archive (5)\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\i am so sorry to hear that\sorry hear (4).MP4
congratulations,C:\Users\prana\Downloads\archive (5)\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\congratulations\congratulations (6).MP4
i need water,C:\Users\prana\Downloads\archive (5)\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\i need water\i need water 6.MP4
this place is beautiful,C:\Users\prana\Downloads\archive (5)\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\This place is beautiful\beautiful.MP4
he came by train,C:\Users\prana\Downloads\archive (5)\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\he came by train\train (3).MP4
